Cell ID,,Timepoint, ,Position,  ,Displacement Vector,   ,Distance Traveled,    ,Volume,     ,Surface Area,      
,,3.0,,"(-157.4, -60.4, 56.8)",,"(-6.1, -2.8, -7.6)",,10.1,,5624.7,,1785.7,
,,4.0,,"(-160.7, -45.0, 64.4)",,"(-3.3, 15.4, 7.6)",,17.5,,5949.9,,1885.3,
,,5.0,,"(-160.8, -50.4, 53.0)",,"(-0.1, -5.4, -11.4)",,12.6,,6483.3,,1946.8,
,,6.0,,"(-160.4, -51.8, 56.8)",,"(0.4, -1.4, 3.8)",,4.1,,7716.8,,2099.2,
,,7.0,,"(-161.3, -60.2, 53.0)",,"(-0.9, -8.5, -3.8)",,9.3,,5515.5,,1691.1,
,,8.0,,"(-154.3, -69.5, 56.8)",,"(7.0, -9.3, 3.8)",,12.2,,6366.9,,1957.4,
,,9.0,,"(-159.1, -63.9, 53.0)",,"(-4.7, 5.6, -3.8)",,8.3,,6331.4,,1837.2,
,,10.0,,"(-160.8, -67.1, 53.0)",,"(-1.7, -3.2, 0.0)",,3.6,,6416.3,,1768.0,
,,11.0,,"(-159.2, -66.1, 53.0)",,"(1.5, 0.9, 0.0)",,1.8,,6765.9,,1869.3,
,,12.0,,"(-161.9, -62.0, 56.8)",,"(-2.7, 4.2, 3.8)",,6.3,,7745.5,,2088.9,
,,13.0,,"(-158.2, -63.8, 56.8)",,"(3.7, -1.8, 0.0)",,4.1,,7000.6,,1945.3,
,,14.0,,"(-159.7, -61.9, 60.6)",,"(-1.5, 2.0, 3.8)",,4.5,,5562.9,,1683.9,
,,15.0,,"(-167.5, -54.6, 64.4)",,"(-7.8, 7.3, 3.8)",,11.3,,3589.9,,1219.1,
,,16.0,,"(-168.5, -56.9, 60.6)",,"(-1.0, -2.3, -3.8)",,4.6,,5328.8,,1604.0,
,,17.0,,"(-169.4, -52.8, 64.4)",,"(-0.9, 4.2, 3.8)",,5.7,,6998.4,,1981.1,
,,18.0,,"(-172.9, -60.0, 64.4)",,"(-3.5, -7.3, 0.0)",,8.1,,6972.0,,2023.3,
,,19.0,,"(-169.6, -62.9, 60.6)",,"(3.3, -2.9, -3.8)",,5.8,,6091.5,,1730.2,
,,20.0,,"(-170.3, -48.1, 72.0)",,"(-0.7, 14.8, 11.4)",,18.7,,7498.6,,2112.0,
,,21.0,,"(-172.5, -28.3, 75.8)",,"(-2.2, 19.8, 3.8)",,20.3,,2672.4,,1129.6,
,,22.0,,"(-169.4, -47.5, 75.8)",,"(3.1, -19.2, 0.0)",,19.5,,2934.7,,1061.2,
,,23.0,,"(-174.1, -44.3, 72.0)",,"(-4.7, 3.2, -3.8)",,6.8,,3170.7,,1102.5,
,,24.0,,"(-176.5, -37.7, 75.8)",,"(-2.4, 6.6, 3.8)",,8.0,,3438.0,,1263.4,
,,25.0,,"(-175.6, -31.2, 79.5)",,"(0.9, 6.6, 3.8)",,7.6,,3051.9,,1104.1,
,,26.0,,"(-180.3, -27.0, 83.3)",,"(-4.7, 4.2, 3.8)",,7.4,,3784.6,,1296.5,
,,27.0,,"(-181.9, -15.7, 87.1)",,"(-1.5, 11.2, 3.8)",,12.0,,2256.1,,963.3,
,,28.0,,"(-182.8, -7.3, 90.9)",,"(-0.9, 8.4, 3.8)",,9.2,,4442.7,,1532.4,
,,29.0,,"(-188.0, -0.2, 87.1)",,"(-5.2, 7.2, -3.8)",,9.6,,5612.9,,1978.1,
,,30.0,,,,,,,,,,,
"47_(255, 200, 100)_Cell3D",,,,,,,,,,,,,
,,0.0,,,,,,,,,,,
,,1.0,,,,,,,,,,,
,,2.0,,,,,,,,,,,
,,3.0,,,,,,,,,,,
,,4.0,,,,,,,,,,,
,,5.0,,,,,,,,,,,
,,6.0,,,,,,,,,,,
,,7.0,,,,,,,,,,,
,,8.0,,,,,,,,,,,
,,9.0,,,,,,,,,,,
,,10.0,,,,,,,,,,,
,,11.0,,,,,,,,,,,
,,12.0,,,,,,,,,,,
,,13.0,,,,,,,,,,,
,,14.0,,,,,,,,,,,
,,15.0,,,,,,,,,,,
,,16.0,,,,,,,,,,,
,,17.0,,,,,,,,,,,
,,18.0,,,,,,,,,,,
,,19.0,,,,,,,,,,,
,,20.0,,,,,,,,,,,
,,21.0,,,,,,,,,,,
,,22.0,,"(-177.1, 6.9, 79.5)",,,,,,1621.9,,695.7,
,,23.0,,"(-178.8, -13.4, 79.5)",,"(-1.7, -20.3, 0.0)",,20.4,,2748.8,,998.2,
,,24.0,,"(-187.2, -3.7, 87.1)",,"(-8.4, 9.6, 7.6)",,14.9,,2490.1,,977.8,
,,25.0,,"(-179.5, 12.5, 87.1)",,"(7.7, 16.2, 0.0)",,18.0,,2765.3,,1030.8,
,,26.0,,"(-193.6, -3.2, 87.1)",,"(-14.1, -15.6, 0.0)",,21.0,,2470.8,,1012.6,
,,27.0,,"(-200.3, -3.8, 94.7)",,"(-6.7, -0.7, 7.6)",,10.1,,3545.2,,1213.4,
,,28.0,,"(-201.7, 2.4, 90.9)",,"(-1.4, 6.3, -3.8)",,7.5,,4145.1,,1377.9,
,,29.0,,"(-198.6, 6.7, 90.9)",,"(3.1, 4.3, 0.0)",,5.3,,,,,
,,30.0,,"(-195.5, 4.9, 87.1)",,"(3.1, -1.8, -3.8)",,5.2,,3411.6,,1331.7,
"48_(255, 200, 100)_Cell3D",,,,,,,,,,,,,
,,0.0,,,,,,,,,,,
,,1.0,,,,,,,,,,,
,,2.0,,,,,,,,,,,
,,3.0,,,,,,,,,,,
,,4.0,,,,,,,,,,,
,,5.0,,,,,,,,,,,
,,6.0,,,,,,,,,,,
,,7.0,,,,,,,,,,,
,,8.0,,,,,,,,,,,
,,9.0,,,,,,,,,,,
,,10.0,,,,,,,,,,,
,,11.0,,,,,,,,,,,
,,12.0,,,,,,,,,,,
,,13.0,,,,,,,,,,,
,,14.0,,,,,,,,,,,
,,15.0,,,,,,,,,,,
,,16.0,,,,,,,,,,,
,,17.0,,,,,,,,,,,
,,18.0,,,,,,,,,,,
,,19.0,,,,,,,,,,,
,,20.0,,,,,,,,,,,
,,21.0,,,,,,,,,,,
,,22.0,,,,,,,,,,,
,,23.0,,,,,,,,,,,
,,24.0,,,,,,,,,,,
,,25.0,,,,,,,,,,,
,,26.0,,,,,,,,,,,
,,27.0,,,,,,,,,,,
,,28.0,,,,,,,,,,,
,,29.0,,,,,,,,,,,
,,30.0,,"(-180.1, 28.5, 87.1)",,,,,,2639.5,,1083.8,
